StudyHours,ExtraParticipation,PapersPracticed,PreviousMarks,SleepingHours,PerformanceIndex
6,Yes,3,99,8,89
7,No,6,54,4,41
1,Yes,0,99,5,75
2,No,4,90,4,64
9,Yes,0,95,5,93
2,Yes,1,40,9,16
4,Yes,7,59,6,41
3,Yes,9,46,4,24
9,No,3,94,7,93
3,Yes,4,60,4,39
4,No,3,78,6,60
5,No,0,66,5,50
6,Yes,9,47,4,35
3,Yes,1,80,9,58
4,Yes,6,79,4,61
6,Yes,6,47,4,35
7,No,5,46,9,36
3,Yes,5,88,8,73
6,Yes,3,66,7,54
8,Yes,4,60,6,55
7,No,6,47,5,39
2,No,9,43,6,20
8,No,5,85,4,74
3,No,8,73,9,54
1,No,5,60,7,36
8,No,7,78,8,72
5,No,4,78,6,61
2,Yes,7,53,4,30
2,Yes,0,73,8,52
3,No,3,67,4,45
5,Yes,8,66,7,50
1,Yes,3,73,4,45
5,No,8,64,8,50
3,No,0,97,6,79
5,No,8,53,8,39
9,Yes,3,92,5,88
4,Yes,9,71,8,55
5,No,6,88,8,74
4,Yes,2,42,9,25
1,No,6,69,8,44
6,Yes,2,63,6,48
7,No,6,49,6,35
9,No,4,82,9,80
6,No,5,73,9,65
3,Yes,1,91,7,74
1,Yes,4,94,8,66
8,Yes,2,51,7,45
8,No,0,78,7,72
4,No,9,66,6,48
7,No,5,47,8,37
7,Yes,8,71,8,68
3,No,7,95,9,73
9,Yes,6,74,8,74
9,No,5,50,6,47
8,Yes,3,44,9,42
6,No,3,46,5,34
3,Yes,6,46,4,24
6,No,3,87,5,72
7,Yes,7,64,4,55
6,No,2,57,9,46
3,Yes,1,46,7,26
5,No,9,47,8,35
1,No,9,65,8,39
2,Yes,3,89,4,61
9,Yes,0,44,4,41
3,No,4,62,9,44
9,Yes,4,52,5,46
9,Yes,2,87,7,85
7,No,6,72,8,65
9,No,8,81,6,79
5,No,1,69,8,57
6,Yes,4,41,7,27
5,No,4,69,9,54
8,Yes,6,82,4,77
5,No,3,50,7,38
9,No,3,73,9,75
6,No,3,56,5,45
6,Yes,2,93,8,81
2,Yes,0,93,9,69
7,No,2,72,7,62
7,No,4,96,7,90
9,Yes,5,76,6,72
6,Yes,7,87,8,77
1,Yes,7,90,8,67
8,No,1,44,5,32
7,Yes,2,90,7,83
4,No,3,84,4,65
8,No,8,54,7,46
9,Yes,6,41,7,39
1,No,6,62,5,38
1,Yes,9,92,9,71
8,No,7,88,5,82
4,Yes,0,40,4,23
6,Yes,4,52,6,40
3,No,7,74,7,56
8,Yes,0,74,7,69
3,No,6,65,9,46
5,Yes,0,70,9,55
7,No,7,47,6,37
8,Yes,6,57,7,54
1,Yes,2,98,8,75
3,No,4,83,8,65
7,No,5,67,5,60
8,No,2,55,6,48
6,Yes,8,77,9,68
8,No,0,96,7,90
6,No,8,63,8,52
7,No,7,58,4,49
5,Yes,7,89,7,75
2,No,2,72,8,53
8,No,3,43,9,40
9,Yes,0,40,5,38
5,No,0,98,9,84
6,No,0,94,5,83
5,No,5,52,4,35
3,Yes,6,69,8,51
1,Yes,6,65,4,42
2,No,3,89,8,66
7,Yes,0,43,8,38
9,No,4,96,7,93
5,No,0,71,8,56
9,No,7,73,8,68
7,Yes,6,40,8,31
5,No,9,53,7,38
2,No,9,65,9,41
2,Yes,3,62,5,34
2,No,8,57,5,35
1,Yes,0,62,4,36
8,No,6,72,9,70
6,Yes,0,90,8,80
3,Yes,5,62,6,41
1,No,0,65,9,38
1,Yes,9,49,7,23
5,Yes,5,78,5,64
3,Yes,9,81,6,62
9,No,5,60,4,55
2,No,2,40,8,18
2,Yes,2,48,4,26
4,Yes,5,61,8,42
6,No,7,42,9,29
7,Yes,8,48,8,41
9,No,8,44,5,42
7,No,9,97,8,95
5,Yes,6,80,5,66
5,No,6,88,4,71
8,Yes,7,61,8,56
9,Yes,5,59,9,58
4,Yes,0,44,9,23
6,No,4,58,7,45
8,Yes,7,53,9,49
6,No,5,61,5,46
2,No,3,91,5,67
2,Yes,3,56,5,31
8,No,2,89,8,82
1,Yes,4,54,5,26
5,Yes,2,59,4,41
7,No,8,68,4,56
2,No,8,99,7,79
8,No,7,63,8,59
8,No,6,95,9,92
4,Yes,3,66,9,48
4,No,8,99,9,87
9,No,1,91,5,85
8,No,6,92,4,87
9,Yes,3,55,6,55
7,No,1,70,7,59
1,No,4,70,9,44
4,Yes,2,89,6,72
5,No,3,85,6,67
2,No,2,65,4,41
3,No,7,85,9,65
9,No,8,51,6,50
7,No,4,55,5,46
8,Yes,1,40,5,29
2,Yes,6,88,9,65
1,No,0,43,9,15
8,Yes,2,52,9,50
4,Yes,8,64,8,48
1,No,7,93,6,67
2,Yes,2,95,6,72
9,Yes,2,41,9,41
8,Yes,4,86,6,82
9,No,9,50,9,47
8,Yes,5,68,5,57
9,Yes,5,86,6,84
5,Yes,4,68,9,56
4,No,7,95,6,72
7,No,6,75,6,67
8,Yes,0,77,7,70
7,No,9,73,4,62
4,Yes,8,93,8,80
6,Yes,6,48,6,34
6,No,0,63,8,52
4,Yes,3,94,4,79
2,Yes,5,44,4,17
6,No,0,54,8,41
4,Yes,3,97,9,85
8,No,2,88,8,84
3,No,9,63,6,41
6,Yes,9,76,9,69
3,Yes,3,75,9,56
3,No,6,88,8,67
7,Yes,8,75,8,70
8,Yes,2,89,8,83
5,Yes,6,59,8,48
1,No,4,91,8,64
9,No,8,62,9,57
9,No,4,57,4,51
7,Yes,6,44,6,37
7,Yes,7,62,8,54
9,No,5,83,6,81
5,Yes,0,99,4,86
6,Yes,8,58,9,51
6,Yes,7,53,5,41
6,Yes,1,87,9,74
6,Yes,1,87,6,75
2,No,9,60,4,35
4,Yes,2,57,7,40
1,Yes,5,81,7,56
6,No,2,45,4,30
6,No,2,70,9,57
9,Yes,0,71,5,67
3,No,3,98,4,79
2,No,5,44,9,20
1,No,6,83,7,59
8,Yes,3,94,5,89
2,Yes,8,64,6,41
3,Yes,4,57,8,38
1,No,3,55,4,27
8,No,2,92,6,87
7,No,5,97,6,89
7,No,5,79,7,72
2,Yes,6,99,7,80
2,Yes,7,51,9,30
8,No,6,62,7,57
8,No,3,62,4,55
2,No,2,78,7,56
5,Yes,0,41,8,26
7,Yes,2,56,8,44
6,Yes,3,99,8,91
1,No,5,68,5,37
6,Yes,6,42,6,32
6,No,6,45,5,33
3,No,8,88,5,69
7,Yes,6,47,9,36
6,Yes,4,46,4,36
3,No,9,97,9,76
6,No,3,44,6,33
5,Yes,0,59,9,45
8,Yes,7,92,4,87
4,No,4,62,5,43
4,No,6,81,4,56
4,No,3,84,5,65
1,Yes,5,85,5,60
7,Yes,6,64,8,55
5,Yes,6,56,5,39
5,Yes,0,60,9,49
8,No,5,91,9,90
7,No,2,50,7,42
9,No,4,81,8,77
9,Yes,5,70,8,67
4,Yes,8,98,9,83
6,Yes,5,54,5,44
7,No,8,88,9,83
4,Yes,9,69,9,55
8,No,7,69,6,66
6,Yes,4,61,5,48
3,Yes,5,86,4,65
6,No,0,98,8,85
2,No,8,54,9,33
4,No,5,71,6,57
5,No,2,97,5,82
3,No,8,64,4,44
7,No,6,51,6,43
3,Yes,1,64,9,43
4,No,5,91,9,80
3,No,3,42,9,22
1,Yes,2,67,7,39
4,Yes,8,79,9,61
2,Yes,7,95,9,72
4,Yes,6,43,7,26
4,No,2,79,5,60
5,No,1,93,5,77
1,No,2,93,4,65
3,Yes,2,99,4,80
8,Yes,2,56,5,45
1,Yes,5,60,9,37
4,No,1,60,4,39
5,No,4,97,6,84
5,Yes,2,85,8,70
7,No,2,51,8,42
2,Yes,0,60,8,36
4,No,3,76,6,57
2,No,3,49,6,26
1,Yes,8,79,8,56
8,No,5,43,5,34
8,No,5,83,9,79
6,Yes,8,57,9,45
8,No,4,56,5,50
6,No,9,74,8,64
4,No,0,80,8,63
5,Yes,0,65,8,52
9,Yes,6,52,9,51
3,Yes,9,63,4,42
5,No,0,72,7,51
2,Yes,1,54,8,30
4,Yes,8,73,4,59
7,No,4,52,8,42
7,Yes,9,97,4,90
7,Yes,5,79,9,73
1,No,1,77,6,48
5,No,8,75,9,62
1,Yes,6,92,9,68
5,Yes,2,56,8,42
5,No,2,82,5,66
9,No,8,96,7,94
7,No,6,95,9,83
3,Yes,3,78,7,60
7,Yes,6,92,6,85
6,Yes,2,67,5,56
3,Yes,6,90,8,69
8,Yes,3,86,5,81
1,Yes,8,41,8,15
4,Yes,9,44,6,29
7,No,2,90,7,80
9,Yes,9,88,9,87
6,Yes,5,46,9,35
4,Yes,4,59,8,43
5,Yes,9,94,8,81
9,Yes,0,46,9,44
2,No,2,98,4,74
6,No,5,42,5,28
2,Yes,3,85,9,61
4,Yes,4,83,6,65
9,Yes,4,93,4,91
6,Yes,5,46,5,34
7,No,1,68,7,57
3,Yes,3,48,9,28
8,No,9,71,8,65
3,No,2,49,8,28
6,Yes,8,58,4,45
3,No,9,81,9,63
1,Yes,0,91,5,62
6,Yes,0,56,7,47
5,Yes,0,67,9,56
4,No,3,97,6,74
8,Yes,2,88,5,81
1,Yes,8,77,7,56
9,Yes,5,57,7,55
6,No,5,59,7,45
2,Yes,0,61,9,38
9,Yes,1,84,6,83
5,Yes,3,73,5,59
2,Yes,1,45,7,19
4,No,1,43,7,25
1,Yes,5,59,8,33
9,No,3,63,9,61
7,No,7,83,5,74
5,Yes,4,43,6,31
3,No,9,88,8,72
6,No,1,55,5,43
8,No,2,48,8,39
1,No,2,84,7,58
2,No,9,75,4,51
6,No,7,47,6,34
2,No,1,68,7,42
2,Yes,9,71,9,54
7,Yes,0,51,5,43
6,Yes,0,44,4,28
1,Yes,2,91,6,66
7,Yes,2,99,6,91
4,No,6,64,8,49
7,No,5,56,7,49
2,Yes,8,70,8,49
5,Yes,4,90,5,77
7,Yes,7,71,4,62
9,Yes,3,87,6,85
7,No,6,89,4,80
3,Yes,4,78,8,59
1,No,4,67,9,41
6,No,3,43,5,32
3,No,3,82,9,59
1,Yes,8,43,9,20
2,Yes,1,60,9,35
3,No,2,78,4,57
5,No,6,49,6,31
5,No,0,65,9,54
8,Yes,7,97,5,91
5,Yes,5,94,5,82
3,No,1,40,6,16
7,Yes,6,94,6,86
5,No,4,54,9,40
8,No,7,63,8,60
6,No,5,78,6,66
2,Yes,2,91,5,66
7,Yes,1,42,9,37
7,No,9,74,8,66
8,Yes,1,71,9,63
8,No,4,44,8,41
1,Yes,9,53,9,30
8,Yes,8,83,7,79
9,Yes,5,72,7,65
7,No,2,66,8,53
5,Yes,5,88,8,76
5,No,8,79,9,64
4,No,6,59,6,44
9,Yes,5,55,7,53
9,No,5,84,8,82
5,No,4,73,7,59
4,Yes,4,87,5,66
9,No,4,60,5,59
5,Yes,1,68,4,54
9,No,2,80,9,79
6,Yes,5,69,9,57
7,Yes,8,51,6,38
3,No,7,53,6,35
7,No,8,60,5,49
9,No,0,73,7,71
1,Yes,9,56,8,36
5,Yes,6,75,6,59
7,Yes,7,72,5,62
2,No,7,66,9,46
6,No,4,91,8,78
1,Yes,7,92,7,69
2,Yes,7,98,6,77
2,No,4,93,8,71
1,No,6,81,6,55
9,No,3,59,7,51
2,No,5,76,9,54
7,No,7,92,4,81
4,No,8,71,7,55
5,No,3,72,7,60
7,Yes,3,91,6,82
7,No,6,76,4,64
1,Yes,1,96,5,70
7,No,0,94,4,83
6,No,2,81,4,68
3,No,4,69,4,51
3,No,0,68,9,45
3,Yes,7,44,6,25
5,Yes,7,40,6,26
8,No,3,59,7,58
2,Yes,7,61,7,39
8,No,6,49,5,41
9,No,7,68,6,64
5,Yes,6,42,6,27
9,Yes,5,74,6,69
3,No,1,43,6,19
8,No,2,61,7,53
7,Yes,4,94,7,86
6,Yes,9,51,9,42
6,Yes,2,42,8,28
8,No,5,92,6,84
8,Yes,4,88,7,83
5,Yes,3,40,5,26
1,Yes,1,95,7,68
8,No,4,59,4,49
5,No,8,56,7,41
6,Yes,8,89,4,75
4,No,3,80,5,68
3,Yes,0,57,9,38
3,No,8,41,9,23
4,No,9,74,8,56
4,No,5,93,6,76
8,No,8,40,9,35
5,Yes,8,86,8,69
4,No,9,58,4,38
4,Yes,4,60,8,44
8,No,7,62,9,57
4,No,5,65,6,48
6,No,2,61,6,51
4,No,6,50,4,34
3,Yes,5,49,4,29
6,Yes,1,96,8,88
4,Yes,4,79,4,58
9,Yes,2,93,8,90
5,No,5,53,9,38
3,Yes,9,67,8,48
8,Yes,9,79,7,77
3,No,8,66,5,46
2,No,7,55,5,28
1,Yes,5,95,8,73
6,No,3,92,7,82
3,Yes,6,91,7,72
6,Yes,3,53,5,40
1,Yes,7,42,9,17
1,Yes,5,84,8,56
3,Yes,6,44,6,26
8,Yes,9,55,5,47
2,No,8,69,8,49
1,No,7,42,4,18
4,Yes,7,41,9,26
3,Yes,2,89,9,71
8,Yes,6,94,8,88
8,Yes,7,48,4,42
4,Yes,8,57,4,39
1,No,9,88,5,62
8,No,9,47,4,40
9,Yes,8,59,9,57
7,Yes,7,64,6,59
3,Yes,0,67,6,48
8,No,4,49,6,43
9,No,8,79,6,77
9,No,2,86,5,79
7,Yes,3,57,5,49
9,Yes,7,93,6,93
6,No,6,71,8,61
5,Yes,6,77,9,69
6,No,3,97,9,89
6,No,1,66,6,53
6,No,3,97,5,83
1,Yes,8,81,6,59
2,No,5,60,4,40
2,No,0,56,6,33
4,Yes,0,73,7,58
1,Yes,7,70,4,45
3,No,5,49,7,25
5,No,9,71,6,61
9,No,4,83,6,82
9,Yes,4,92,9,90
1,Yes,9,72,8,49
9,Yes,3,40,5,37
4,No,3,67,9,49
8,Yes,0,81,5,76
8,No,1,67,6,57
2,No,2,67,8,44
6,No,3,44,9,34
1,No,4,43,6,16
9,Yes,1,78,5,73
5,Yes,9,87,5,73
7,No,9,47,9,40
1,No,3,55,7,28
5,Yes,3,81,5,68
6,No,1,68,5,56
1,Yes,8,97,9,74
6,No,1,87,7,76
8,No,6,91,8,86
1,No,8,75,7,48
4,Yes,5,51,9,36
7,No,0,80,5,70
3,No,6,79,6,58
9,Yes,1,57,8,54
4,No,7,93,6,77
3,No,7,40,7,21
1,Yes,1,71,8,44
9,No,5,82,6,82
8,No,6,54,6,48
3,Yes,0,74,6,56
2,No,9,59,7,38
1,No,9,75,5,48
3,Yes,4,43,6,23
3,No,6,93,5,74
9,Yes,9,52,9,54
1,Yes,1,55,7,27
1,No,3,60,8,34
2,Yes,3,72,9,47
9,Yes,4,41,4,36
7,No,6,96,9,85
9,No,8,58,7,54
8,No,2,59,9,55
3,Yes,8,75,9,60
2,Yes,0,94,8,70
8,Yes,8,47,6,40
9,Yes,4,89,6,88
5,No,0,89,9,75
3,Yes,4,46,8,26
9,Yes,8,79,7,79
7,No,3,67,8,55
3,No,7,56,5,36
2,Yes,1,76,6,54
9,Yes,8,80,4,78
5,Yes,9,54,8,40
5,Yes,2,49,7,31
8,Yes,2,87,8,87
4,Yes,7,49,6,32
7,No,2,91,8,84
6,Yes,0,77,8,66
2,No,7,46,4,22
6,No,5,79,5,66
6,Yes,6,42,6,32
5,No,3,52,6,38
9,Yes,3,70,9,69
2,No,4,84,7,61
2,Yes,4,55,4,34
3,Yes,9,42,8,23
3,No,1,47,7,23
6,No,3,73,9,60
4,No,8,44,8,34
6,Yes,0,85,7,73
9,Yes,9,64,7,63
5,Yes,3,87,6,71
4,No,4,68,7,52
1,Yes,7,78,9,54
9,No,5,92,8,90
6,No,6,61,7,50
4,Yes,6,50,6,37
1,No,9,55,7,30
6,No,1,77,7,72
3,Yes,5,40,9,18
6,No,1,96,4,82
3,No,5,68,4,47
5,No,2,54,8,40
2,Yes,2,61,8,40
8,Yes,7,73,4,68
7,No,6,63,5,56
7,No,4,71,9,66
6,No,9,81,4,71
7,Yes,4,67,8,62
3,No,4,47,7,24
3,Yes,3,82,4,61
6,No,4,90,8,78
5,Yes,7,87,4,72
1,No,9,43,6,17
4,Yes,7,73,8,58
9,No,0,95,8,94
6,Yes,6,83,6,71
8,Yes,1,78,9,72
4,No,5,63,5,45
2,Yes,8,88,4,66
8,No,9,94,6,89
5,No,7,49,4,33
3,No,2,77,5,54
8,Yes,6,59,6,55
6,No,9,71,7,63
1,Yes,5,67,8,42
1,Yes,2,49,4,23
4,No,6,67,5,48
3,No,8,54,8,34
1,No,4,75,9,52
3,No,1,80,4,60
3,No,5,69,9,54
4,No,3,98,7,80
3,Yes,0,44,4,23
1,Yes,0,61,4,30
7,Yes,9,62,4,55
6,Yes,5,45,4,29
1,Yes,6,78,8,53
9,No,8,41,9,39
8,No,6,96,9,95
1,No,9,77,6,52
5,Yes,4,96,4,81
5,No,7,89,9,79
7,Yes,5,83,9,77
2,No,9,84,5,62
3,Yes,0,72,4,50
6,Yes,0,75,7,62
4,No,5,54,8,35
4,Yes,3,61,5,42
8,Yes,8,46,8,41
9,Yes,7,57,5,56
1,Yes,3,93,5,67
8,No,9,43,5,35
2,Yes,7,97,8,75
2,No,7,61,8,40
6,No,6,99,7,86
4,Yes,3,63,5,42
5,Yes,6,93,4,78
4,No,8,99,6,86
9,Yes,7,77,8,76
2,Yes,9,82,5,60
2,Yes,6,61,5,37
9,Yes,7,54,7,50
1,Yes,2,45,8,19
4,No,3,89,6,70
5,No,8,85,4,70
2,Yes,1,83,9,62
9,No,3,61,8,56
9,No,7,56,5,57
7,No,5,67,6,59
2,Yes,2,53,7,25
1,Yes,4,94,6,70
5,Yes,2,72,9,60
4,No,0,66,4,47
9,No,4,68,6,65
1,No,4,49,9,25
5,No,0,48,9,34
4,Yes,8,91,6,75
2,Yes,7,54,5,34
1,No,6,43,8,15
9,Yes,4,44,4,39
1,Yes,7,59,6,36
5,No,6,88,5,73
5,No,8,99,4,85
7,Yes,4,58,6,49
4,No,9,78,7,62
9,Yes,6,74,4,74
5,Yes,6,75,6,57
8,No,2,84,9,81
1,No,1,68,4,38
2,Yes,9,88,4,62
1,Yes,8,78,4,53
2,Yes,1,96,8,72
2,No,3,98,8,78
9,No,3,89,6,85
3,No,4,82,6,58
9,Yes,0,95,6,93
1,Yes,8,81,8,56
6,No,5,67,8,54
4,No,6,82,6,63
4,Yes,2,42,7,25
4,No,8,67,4,49
4,No,0,79,9,62
8,No,5,93,8,88
3,Yes,7,87,8,68
2,No,2,86,5,65
4,Yes,3,64,8,48
3,No,3,61,6,41
4,No,4,48,7,27
7,Yes,1,72,5,62
1,Yes,6,61,8,37
7,Yes,6,67,8,60
3,No,4,49,4,28
9,No,3,64,5,61
8,Yes,8,51,6,47
8,No,4,61,9,59
8,No,3,86,9,81
5,Yes,6,41,4,25
2,No,7,71,7,47
4,No,6,92,9,77
6,Yes,6,48,5,37
9,Yes,8,82,6,81
9,No,2,49,6,47
4,No,7,77,7,59
6,No,7,95,6,86
8,Yes,3,67,4,62
2,No,3,54,5,26
8,No,9,98,4,92
6,No,3,45,6,32
1,No,5,78,7,51
3,Yes,5,59,4,40
3,No,4,62,4,43
5,Yes,0,63,4,48
3,Yes,9,56,7,34
6,Yes,5,94,4,78
8,No,5,99,5,92
7,Yes,3,54,6,40
8,Yes,4,79,6,71
9,No,0,78,9,77
4,No,7,66,8,49
5,Yes,7,95,6,82
7,Yes,2,74,8,67
1,Yes,3,71,8,47
6,No,6,42,8,27
8,Yes,3,62,8,57
9,No,6,59,8,59
5,No,4,91,4,74
4,No,2,92,6,76
7,Yes,9,80,4,75
1,Yes,4,63,4,35
8,Yes,8,63,9,62
6,Yes,3,99,5,91
4,Yes,6,95,5,80
9,No,7,79,4,77
5,Yes,7,82,8,72
6,No,1,85,5,71
7,Yes,2,93,5,87
3,No,6,66,8,45
1,No,6,59,7,32
7,No,6,47,7,42
9,Yes,2,78,8,76
1,No,0,65,4,34
7,No,9,73,9,66
6,No,0,90,4,77
1,No,6,40,6,16
9,No,7,89,4,84
1,No,7,82,8,58
9,Yes,1,83,4,81
7,No,9,57,8,48
3,Yes,9,86,6,66
6,No,7,55,7,45
6,Yes,6,55,8,46
8,Yes,5,45,7,40
9,Yes,9,75,7,78
9,Yes,2,49,9,45
2,Yes,2,86,6,65
9,Yes,5,79,6,77
4,Yes,7,63,9,50
9,No,7,74,4,71
3,No,7,80,5,59
1,Yes,9,85,6,62
2,No,8,61,4,36
5,Yes,7,89,6,77
6,No,4,44,8,33
2,No,5,94,9,74
5,No,6,68,5,53
1,Yes,5,74,7,46
4,No,0,79,7,63
9,Yes,9,62,8,60
9,Yes,8,77,9,77
3,Yes,6,52,8,35
7,Yes,8,63,7,57
6,No,2,86,4,76
6,Yes,1,72,5,62
2,No,0,97,7,76
5,No,0,58,6,43
6,No,7,97,8,92
5,Yes,4,78,7,63
8,Yes,2,58,8,51
6,Yes,4,76,6,66
3,No,6,68,9,52
7,Yes,9,83,7,75
1,Yes,9,86,5,64
5,No,3,70,5,57
3,Yes,8,75,7,57
5,Yes,1,42,5,27
4,Yes,6,96,6,80
2,Yes,4,97,4,74
4,No,0,90,8,73
6,No,4,72,5,58
2,Yes,5,61,6,42
3,Yes,9,77,6,56
2,Yes,1,76,6,54
3,No,9,61,9,43
5,No,7,54,7,38
1,No,6,96,9,75
5,No,9,89,7,76
9,No,9,57,7,56
2,No,2,64,5,39
8,Yes,4,80,8,75
8,No,8,75,9,73
3,No,4,67,9,49
6,No,4,75,9,67
9,Yes,1,85,8,83
3,Yes,9,40,7,24
4,No,6,78,9,58
5,Yes,0,64,4,50
9,No,7,49,8,47
5,No,7,51,7,39
6,No,8,91,4,79
3,Yes,8,90,5,70
9,Yes,6,86,7,88
1,Yes,3,98,9,74
1,Yes,3,50,5,25
3,Yes,4,71,8,51
7,Yes,2,83,4,73
3,Yes,3,59,6,38
5,No,7,75,9,61
3,No,8,86,7,69
9,No,2,72,7,67
5,No,2,84,9,70
3,Yes,3,41,7,24
3,Yes,9,52,4,33
1,Yes,3,64,6,41
9,Yes,4,93,4,89
8,No,5,96,9,91
4,No,5,79,8,65
5,Yes,4,52,7,36
2,No,5,41,6,16
4,Yes,4,95,9,75
7,Yes,2,97,5,84
8,Yes,1,96,6,90
4,Yes,0,45,7,28
3,No,0,45,6,25
5,Yes,4,63,7,50
9,Yes,9,59,8,56
2,Yes,9,58,5,35
3,No,0,85,5,60
9,Yes,1,48,8,45
8,Yes,2,92,9,88
3,Yes,5,80,4,58
8,No,9,86,6,79
7,Yes,9,98,7,91
9,No,1,93,6,87
9,Yes,2,84,9,87
8,No,4,48,9,40
2,Yes,3,47,7,25
5,No,6,55,4,40
2,No,5,92,8,70
8,No,5,52,4,45
7,Yes,4,62,7,49
3,Yes,3,48,9,26
8,No,1,91,7,83
4,Yes,3,81,6,65
3,Yes,5,59,8,38
8,Yes,1,57,5,51
7,No,6,42,4,33
3,Yes,6,68,7,49
9,Yes,6,43,6,43
6,No,4,75,8,59
2,Yes,3,79,6,54
9,Yes,2,72,5,66
2,Yes,7,91,7,70
5,No,2,58,8,43
4,No,5,55,5,36
5,Yes,6,94,9,77
7,No,7,57,7,50
4,Yes,5,58,4,41
8,No,0,75,8,69
8,No,0,87,5,80
9,Yes,0,42,8,40
9,Yes,9,53,6,49
2,No,4,88,5,64
1,Yes,3,56,8,32
3,Yes,3,97,5,79
1,No,2,98,8,74
5,No,4,95,6,83
1,No,1,62,7,36
3,Yes,4,84,9,66
4,Yes,5,76,8,60
9,Yes,2,59,8,54
5,Yes,9,99,8,91
8,Yes,6,46,9,44
9,No,5,79,6,77
7,Yes,5,48,5,38
7,Yes,6,95,5,89
9,No,9,87,4,83
4,No,7,43,6,27
3,No,0,85,8,64
8,Yes,4,79,8,75
9,No,7,52,9,50
3,No,8,75,4,54
3,No,4,40,9,18
7,No,4,87,5,78
2,No,8,88,4,67
2,Yes,5,83,4,60
8,Yes,5,97,9,93
3,No,2,81,4,58
8,No,8,85,5,79
3,Yes,7,47,6,28
4,Yes,0,46,9,32
9,Yes,2,47,8,45
4,Yes,7,86,8,71
9,No,8,45,5,43
7,No,8,77,9,70
8,No,2,95,9,90
5,Yes,9,70,6,58
2,No,4,92,6,69
2,No,1,47,9,25
3,Yes,0,43,9,25
3,Yes,8,85,9,71
3,Yes,9,40,8,18
9,Yes,5,59,4,53
2,No,8,55,6,30
3,No,1,50,4,26
9,Yes,5,62,7,56
9,No,1,77,7,74
9,No,4,60,7,57
2,Yes,7,69,6,46
6,Yes,7,95,7,86
9,Yes,4,98,7,95
7,No,3,62,4,48
9,Yes,8,97,7,95
7,Yes,6,54,5,45
9,No,8,44,7,39
2,No,0,89,9,64
8,Yes,3,53,8,47
9,No,3,96,9,95
8,Yes,5,67,9,61
7,Yes,9,82,6,75
8,No,9,47,7,41
8,Yes,3,63,6,58
9,No,8,65,7,65
8,No,7,58,6,50
5,Yes,1,66,6,53
5,No,7,48,5,30
2,Yes,6,69,8,48
2,Yes,4,58,4,35
1,No,9,91,9,67
5,No,9,77,7,67
3,No,8,78,7,58
4,Yes,2,53,6,35
4,No,6,59,4,41
8,No,9,50,7,42
6,Yes,5,81,7,72
8,No,4,70,5,63
3,No,3,47,7,24
7,No,8,90,9,82
1,Yes,0,95,9,68
3,No,2,82,4,63
6,No,2,40,5,27
7,Yes,6,86,9,82
5,Yes,1,79,9,64
6,No,4,99,9,90
4,No,3,85,5,65
5,No,5,40,6,28
3,Yes,1,46,6,27
5,No,9,65,8,54
3,No,2,62,5,44
5,Yes,0,59,9,43
6,No,4,41,6,26
8,Yes,7,81,5,76
9,No,3,87,4,83
2,No,8,81,5,57
1,No,0,83,8,57
1,No,8,73,5,49
2,No,6,91,7,70
9,No,2,54,8,47
6,No,5,89,4,78
8,No,4,54,6,49
6,Yes,6,97,7,88
5,No,2,60,4,46
5,Yes,1,51,7,38
1,Yes,1,57,6,35
9,No,5,41,7,40
8,Yes,1,54,6,46
2,Yes,4,80,4,57
1,No,0,52,7,25
2,Yes,1,65,9,45
2,Yes,3,66,6,39
2,No,5,77,7,53
6,Yes,5,54,4,39
9,Yes,4,89,4,86
4,Yes,2,56,5,45
2,Yes,7,97,9,73
5,Yes,2,44,9,33
5,Yes,4,97,7,83
9,Yes,9,89,6,91
4,No,7,84,5,69
6,No,6,68,9,56
9,Yes,5,71,6,66
6,Yes,7,66,7,58
4,No,1,99,7,82
7,Yes,7,90,5,78
9,No,7,48,7,49
4,Yes,4,58,6,40
5,No,8,42,8,27
4,Yes,5,40,8,22
5,No,1,99,5,85
8,No,0,47,5,38
6,No,9,44,9,34
2,Yes,4,60,9,35
3,Yes,2,90,8,74
2,No,8,73,7,50
2,Yes,8,76,8,51
9,Yes,6,53,9,49
3,Yes,1,60,8,40
2,No,7,71,6,50
1,Yes,8,72,5,45
3,Yes,2,67,8,49
2,Yes,7,97,9,78
4,No,2,99,6,82
3,Yes,6,66,6,46
6,Yes,9,91,4,80
3,No,0,65,8,41
6,Yes,3,42,5,29
2,No,5,46,6,22
9,Yes,3,54,7,52
9,Yes,1,91,5,89
6,No,0,70,6,60
8,No,6,71,9,67
9,No,8,89,4,87
4,Yes,2,87,9,72
6,Yes,7,40,9,32
3,No,3,57,6,35
2,No,7,96,4,75
9,Yes,1,53,9,48
1,Yes,9,76,4,48
7,No,4,69,5,63
9,No,0,94,8,92
2,Yes,2,78,4,56
9,No,9,81,7,75
8,Yes,3,49,6,42
7,No,3,69,9,57
3,Yes,0,46,5,23
1,Yes,9,81,4,51
4,Yes,9,89,4,72
2,No,4,75,6,50
7,Yes,0,50,5,44
9,No,6,88,5,84
1,Yes,6,61,7,35
9,Yes,6,87,4,86
3,No,7,88,8,69
4,Yes,9,54,5,38
4,Yes,2,85,7,70
8,No,2,80,8,76
5,No,1,77,6,60
1,No,1,74,4,48
6,No,3,68,6,58
9,No,4,59,7,59
3,No,0,99,9,78
5,Yes,1,72,7,58
6,Yes,9,77,9,69
